region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets,carbon_offset_metric_tons,existing_installs_count,center_point
55412,Minnesota,45.043259,45.0122332,-93.2770731,-93.3190289,45.0253484,-93.30222034,987.7,4693,96.87744824,54.21672828,1046,60334,9941,17339,94416,17,183076,4.25,45769,266571.859,17792357.23,2619026.882,4585020.414,27009692.01,4872.060547,52272668.4,"[[0,2767],[5,1579],[10,144],[15,51],[20,29],[25,11],[30,13],[35,8],[40,6],[45,2],[50,4],[55,8],[60,4],[65,2],[70,6],[75,3],[80,2],[85,3],[90,3],[95,3],[100,1],[105,2],[110,1],[120,1],[135,1],[140,1],[155,1],[160,2],[165,1],[175,3],[180,2],[185,2],[190,1],[195,1],[225,1],[230,2],[245,1],[260,1],[265,1],[285,1],[370,1],[375,1],[395,1],[405,1],[445,1],[455,1],[485,1],[490,1],[545,2],[580,1],[695,1],[855,1],[1030,1],[1275,1],[1315,1],[1595,1],[2370,1]]",26485.89387,14,POINT(-93.3022203408843 45.0253483974035)
55805,Minnesota,46.8113802,46.7888389,-92.0776708,-92.1123167,46.80072982,-92.0957948,980.05,2272,97.68381363,62.64130135,503,21849,14039,2880,42164,17,81435,4.25,20358.75,124795.555,6322406.873,3958165.75,766897.6965,11611214.89,4785.143274,22783480.77,"[[0,1389],[5,598],[10,118],[15,47],[20,37],[25,12],[30,8],[35,5],[40,7],[45,2],[50,6],[55,5],[60,2],[75,3],[80,3],[90,2],[95,2],[100,2],[110,3],[115,2],[120,1],[125,1],[150,2],[160,1],[175,1],[205,1],[215,1],[235,1],[245,1],[260,1],[265,1],[280,1],[285,1],[295,1],[335,1],[540,1],[615,1],[770,1]]",11544.09889,0,POINT(-92.0957947975761 46.8007298231619)
55807,Minnesota,46.7575109,46.7147877,-92.136159,-92.2120344,46.74064475,-92.17049963,980.05,3931,97.12054661,65.84589615,1605,45955,21877,20490,137334,17,227261,4.25,56815.25,398337.3507,13526708.76,5975289.152,5519566.046,38417222.37,4920.204663,63837123.68,"[[0,2285],[5,1113],[10,179],[15,78],[20,49],[25,30],[30,27],[35,16],[40,9],[45,15],[50,9],[55,8],[60,7],[65,3],[70,7],[75,8],[80,2],[85,2],[90,5],[95,2],[100,5],[105,6],[110,2],[115,4],[120,2],[125,3],[130,2],[135,3],[140,1],[145,1],[150,1],[155,1],[160,1],[165,2],[175,1],[180,1],[185,1],[190,2],[195,1],[210,2],[220,2],[230,1],[235,1],[250,1],[260,1],[265,1],[295,1],[300,1],[325,1],[340,2],[350,1],[355,1],[370,1],[405,1],[430,1],[440,1],[455,1],[540,2],[545,1],[605,1],[625,1],[705,1],[740,1],[770,1],[785,1],[1270,1],[1355,2],[1830,1],[2000,1],[2290,1],[2575,1]]",32330.3909,0,POINT(-92.1704996268261 46.7406447475029)
07756,New Jersey,40.2162997,40.2072195,-74.0009082,-74.0153001,40.21176179,-74.00876202,1009.8,1150,97.98657718,60.59009484,675,6260,12958,5706,5344,17,30943,4.25,7735.75,180715.7741,2000231.174,3676005.532,1548538.503,1579326.543,4843.822949,8984817.525,"[[0,679],[5,341],[10,75],[15,14],[20,8],[25,6],[30,6],[35,4],[40,3],[45,2],[50,1],[55,1],[65,1],[80,2],[85,3],[90,1],[125,1],[130,1],[260,1]]",5709.497819,0,POINT(-74.008762020031 40.2117617909654)
11105,New York,40.7975136,40.7679422,-73.8852406,-73.9221125,40.77585102,-73.90872345,1001.239216,3809,97.26333907,67.40399929,2300,6383,6297,2346,204729,17,222055,4.25,55513.75,599291.7522,1947505.313,1882516.553,618738.3024,59326553.76,4912.724933,64374605.68,"[[0,2248],[5,916],[10,219],[15,85],[20,48],[25,28],[30,33],[35,26],[40,18],[45,12],[50,9],[55,8],[60,9],[65,11],[70,7],[75,8],[80,9],[85,9],[90,7],[95,6],[100,8],[105,5],[110,9],[115,3],[120,2],[125,4],[130,3],[135,3],[140,4],[145,1],[150,5],[155,1],[160,1],[170,4],[180,4],[185,2],[190,1],[200,2],[205,1],[215,1],[225,2],[230,1],[240,1],[255,2],[265,3],[270,1],[275,2],[280,1],[300,1],[340,1],[355,1],[430,1],[440,2],[470,1],[495,1],[630,1],[635,1],[860,1],[895,1],[1010,1],[1585,1],[1765,1],[3820,1]]",36431.83687,5,POINT(-73.9087234483134 40.775851022031)
11216,New York,40.6926298,40.670111,-73.9357525,-73.9575654,40.68078325,-73.94916029,998.75,4016,98.04417468,69.0627687,1709,7139,2760,3093,116967,17,131668,4.25,32917,441014.7003,2238720.448,754973.3146,845282.7852,33670424.07,4814.548169,37950415.32,"[[0,2484],[5,994],[10,196],[15,104],[20,51],[25,31],[30,25],[35,27],[40,14],[45,10],[50,7],[55,9],[60,4],[65,6],[70,7],[75,8],[80,4],[85,1],[90,5],[95,3],[110,2],[115,1],[120,2],[125,2],[145,2],[150,1],[155,2],[165,1],[170,1],[185,2],[195,1],[225,1],[240,1],[265,1],[285,1],[290,1],[325,1],[335,1],[475,1],[610,1]]",21538.66206,0,POINT(-73.9491602854661 40.6807832472096)
11217,New York,40.6897221,40.6730931,-73.971088,-73.9907621,40.68212866,-73.9790298,998.75,2862,97.9942001,70.57953144,801,3222,5631,4616,110782,17,125052,4.25,31263,211066.7315,972172.042,1638435.098,1262571.454,31658462.95,4930.068481,35742708.27,"[[0,1689],[5,729],[10,140],[15,66],[20,36],[25,29],[30,34],[35,24],[40,13],[45,17],[50,13],[55,10],[60,1],[65,4],[70,5],[75,4],[80,5],[85,2],[90,3],[95,2],[100,3],[110,5],[115,1],[120,1],[125,1],[140,1],[155,1],[165,3],[170,2],[210,1],[220,2],[225,2],[235,1],[255,1],[280,1],[285,1],[325,1],[330,2],[350,1],[455,1],[485,1],[770,1],[875,1],[1480,1]]",20285.68352,0,POINT(-73.9790298047124 40.6821286587965)
11370,New York,40.7737785,40.7546683,-73.8818527,-73.9011465,40.76166909,-73.89061459,1001.3,2925,98.96321896,72.96083811,490,6008,4136,4261,87464,17,102359,4.25,25589.75,125432.6886,1848608.956,1116012.124,1166722.944,25401387.62,4830.034521,29658164.34,"[[0,1783],[5,908],[10,109],[15,39],[20,12],[25,7],[30,4],[35,8],[40,4],[45,3],[50,2],[55,4],[60,6],[65,1],[80,2],[85,1],[90,2],[95,1],[105,1],[110,1],[115,2],[120,3],[125,2],[130,2],[150,1],[160,1],[175,1],[180,2],[195,2],[200,1],[220,1],[230,1],[355,1],[515,2],[655,1],[705,1],[1140,1],[1145,2]]",16832.41603,0,POINT(-73.8906145912861 40.7616690882004)
11412,New York,40.7100576,40.6847054,-73.7455103,-73.7806502,40.69827545,-73.75828326,1001.3,6617,99.63932519,77.26529659,3847,44639,22187,38022,65028,17,173723,4.25,43430.75,1000780.403,13799343.63,6009091.09,10715281.78,19216780.33,4968.51438,50741277.23,"[[0,4078],[5,2086],[10,282],[15,56],[20,25],[25,14],[30,9],[35,8],[40,7],[45,2],[50,5],[55,6],[60,5],[65,3],[70,1],[75,3],[80,4],[85,1],[90,1],[100,1],[105,1],[110,1],[140,1],[145,2],[150,1],[160,1],[165,1],[190,1],[195,1],[210,1],[270,1],[290,1],[360,1],[460,1],[495,1],[610,1],[845,1],[980,1],[1780,1]]",28798.08333,5,POINT(-73.7582832605584 40.6982754477022)
11417,New York,40.6851159,40.66723,-73.8312235,-73.8620528,40.67696214,-73.8440992,1001.3,4160,98.71213495,76.44248438,1971,26998,11957,16539,65824,17,123289,4.25,30822.25,508311.5089,8531948.918,3332830.367,4625561.674,19423077.38,5161.366119,36421729.85,"[[0,2345],[5,1348],[10,261],[15,73],[20,41],[25,18],[30,7],[35,10],[40,9],[45,2],[50,7],[55,1],[60,3],[65,1],[70,2],[75,2],[85,4],[90,1],[95,3],[100,1],[105,3],[115,4],[135,1],[175,1],[195,1],[205,1],[225,1],[245,1],[275,1],[305,1],[315,1],[360,1],[400,1],[470,1],[625,1],[750,1]]",20671.0605,5,POINT(-73.8440992019953 40.6769621410303)
11421,New York,40.7017764,40.6820799,-73.8446401,-73.8682664,40.6908449,-73.85789583,1001.3,4388,98.70926105,71.72278522,1153,19417,5921,8948,68403,17,103842,4.25,25960.5,303031.9921,5951317.544,1591338.8,2485440.893,19885316.65,4988.571143,30216445.88,"[[0,2676],[5,1402],[10,173],[15,46],[20,21],[25,7],[30,9],[35,9],[40,6],[45,8],[50,3],[55,3],[65,2],[70,3],[75,5],[85,1],[90,1],[95,1],[100,1],[115,2],[120,1],[130,1],[150,4],[160,1],[225,1],[250,1]]",17149.2673,0,POINT(-73.8578958290899 40.6908449044531)
11436,New York,40.6860581,40.667127,-73.7882796,-73.804939,40.67643758,-73.79621653,1001.3,2971,98.32735962,72.19927096,4269,27667,11676,13771,15941,17,73324,4.25,18331,1106032.608,8619825.946,3215931.423,3864943.546,4647688.37,5117.462354,21454421.89,"[[0,1694],[5,946],[10,258],[15,38],[20,8],[25,2],[30,4],[35,1],[40,1],[45,1],[50,1],[55,4],[65,1],[70,1],[75,1],[80,2],[95,1],[105,1],[180,1],[205,1],[230,1],[240,1],[245,1],[265,1]]",12176.40279,1,POINT(-73.7962165325684 40.6764375817682)
11802,New York,40.7638526,40.7624587,-73.5354055,-73.5361571,40.76315411,-73.53576167,1017.45,13,100,72.22222222,7,69,51,113,21,17,261,4.25,65.25,1790.809717,20568.90876,13653.86667,30109.79695,6150.565137,4691.134021,72273.94724,"[[0,7],[5,6]]",44.04819902,0,POINT(-73.5357616666666 40.7631541055556)
12572,New York,41.986588,41.8657399,-73.7864182,-73.9547643,41.92655855,-73.88286068,980.05,40,2.093335894,36.69724771,0,557,347,203,107,18,1214,4.5,303.5,0,159324.2127,92236.58654,53489.73975,29716.33992,4757.007153,334766.8789,"[[0,22],[5,9],[10,3],[15,5],[45,1]]",122.3300828,0,POINT(-73.8828606760514 41.9265585450931)
14619,New York,43.1475873,43.1236039,-77.6326485,-77.6637625,43.13633435,-77.64791482,941.8,3363,98.94469416,66.42306933,832,35096,13914,18971,15331,18,84144,4.5,21036,202056.0028,9960332.996,3489258.613,4810447.264,4246304.652,4897.482104,22708399.53,"[[0,1867],[5,1217],[10,163],[15,46],[20,18],[25,7],[30,5],[35,4],[40,9],[45,2],[50,6],[55,1],[60,1],[70,2],[75,1],[80,2],[85,2],[105,2],[115,1],[135,2],[150,1],[175,1],[210,1],[275,1],[335,1]]",8298.074178,1,POINT(-77.6479148198163 43.1363343500879)
15110,Pennsylvania,40.385869,40.3597886,-79.8379683,-79.8666086,40.37102109,-79.85287695,943.5,2079,98.81180529,80.64391001,4275,19964,11432,16419,51764,18,103854,4.5,25963.5,1056883.293,5794195.121,2938223.701,4603703.369,14634797.26,5008.209546,29027802.74,"[[0,1153],[5,609],[10,155],[15,47],[20,23],[25,18],[30,8],[35,12],[40,7],[45,4],[50,2],[55,4],[60,3],[65,3],[70,3],[75,1],[80,3],[90,2],[95,2],[100,3],[125,1],[130,1],[145,1],[175,1],[220,2],[225,1],[230,1],[325,1],[365,1],[430,1],[695,1],[710,1],[1240,1],[1400,1],[2270,1],[2310,1]]",24030.78144,4,POINT(-79.8528769528171 40.3710210937907)
15203,Pennsylvania,40.4318764,40.4182402,-79.9555328,-80.0040351,40.42583597,-79.97744327,943.5,3075,99.23290006,66.02963281,5439,22899,23619,20907,132232,18,205096,4.5,51274,1349632.063,6794005.102,6400146.744,5652954.791,37618533.97,4901.598462,57815272.67,"[[0,1743],[5,841],[10,161],[15,59],[20,38],[25,24],[30,29],[35,16],[40,14],[45,9],[50,8],[55,11],[60,2],[65,2],[70,6],[75,5],[80,5],[85,10],[90,7],[95,4],[100,1],[105,2],[110,1],[115,1],[120,1],[125,1],[135,1],[140,1],[150,4],[155,3],[160,2],[170,6],[175,2],[180,1],[190,4],[200,2],[205,2],[210,1],[215,3],[220,1],[225,1],[235,1],[245,2],[250,1],[260,2],[270,1],[275,1],[285,1],[290,1],[295,2],[320,2],[325,1],[330,1],[335,1],[370,1],[380,1],[410,1],[415,1],[425,2],[445,1],[450,1],[470,2],[485,1],[495,1],[655,1],[685,1],[710,1],[880,1],[970,1],[1115,1],[1130,1],[1160,1],[1180,1],[1440,1],[1500,1]]",47862.6024,3,POINT(-79.9774432685488 40.4258359707863)
15208,Pennsylvania,40.464286,40.426449,-79.8834406,-80.0662069,40.45399235,-79.89975956,943.5,2766,99.37586685,64.34054431,3367,19769,21368,11567,71014,18,127085,4.5,31771.25,817435.9499,5664791.953,5622763.234,2977881.539,19849698.53,4928.32428,34932571.21,"[[0,1484],[5,773],[10,185],[15,108],[20,51],[25,34],[30,19],[35,10],[40,14],[45,8],[50,8],[55,4],[60,6],[65,1],[70,2],[75,2],[80,1],[85,2],[90,3],[95,1],[100,2],[105,2],[110,2],[115,2],[120,2],[125,2],[130,3],[140,3],[145,1],[150,4],[170,2],[180,2],[185,2],[190,1],[215,1],[220,1],[230,1],[240,1],[250,2],[255,1],[265,2],[300,1],[305,1],[360,3],[470,1],[490,1],[510,1],[585,1],[650,1],[825,1]]",28919.0674,8,POINT(-79.899759559154 40.4539923479658)
15210,Pennsylvania,40.4257811,40.3841396,-79.9552272,-80.0114828,40.40816052,-79.98887997,943.5,7989,99.54521602,70.18977333,11317,55454,36948,46828,65531,18,216078,4.5,54019.5,2802394.298,16472476.53,9591759.375,12622033.43,18606124.43,4873.492639,60094788.06,"[[0,4573],[5,2560],[10,497],[15,137],[20,58],[25,38],[30,16],[35,17],[40,14],[45,10],[50,5],[55,8],[60,7],[65,3],[70,2],[75,1],[80,3],[85,6],[90,1],[100,3],[105,2],[115,1],[120,4],[125,2],[130,3],[135,2],[140,1],[145,1],[155,1],[160,2],[175,1],[180,1],[195,1],[235,1],[240,2],[345,1],[425,1],[435,1],[495,1],[1025,1]]",49749.70825,6,POINT(-79.9888799653752 40.4081605224418)
18102,Pennsylvania,40.6233626,40.590706,-75.4532488,-75.5005313,40.60775579,-75.47796672,980.05,8980,97.18287938,71.90903267,10953,39899,25998,34419,247991,18,359260,4.5,89815,2781057.232,12288348.27,6913042.996,9753673.039,71766899.99,5241.818225,103503021.5,"[[0,4910],[5,2679],[10,534],[15,254],[20,125],[25,80],[30,47],[35,32],[40,42],[45,31],[50,20],[55,18],[60,16],[65,17],[70,12],[75,12],[80,10],[85,11],[90,5],[95,14],[100,7],[105,2],[110,4],[115,4],[120,2],[125,6],[130,9],[135,3],[140,4],[145,5],[150,3],[155,4],[160,1],[165,3],[170,2],[175,1],[180,1],[185,2],[190,2],[195,1],[200,2],[205,3],[215,6],[220,2],[225,3],[235,1],[245,3],[255,1],[260,1],[270,1],[275,1],[285,1],[295,1],[300,1],[305,1],[335,1],[340,1],[345,1],[365,1],[370,2],[380,1],[390,1],[400,1],[420,1],[455,1],[570,1],[595,1],[750,1],[785,1],[1030,1],[1040,1]]",65772.09543,2,POINT(-75.4779667186693 40.6077557876965)
19079,Pennsylvania,39.9146335,39.8900781,-75.2543663,-75.2799428,39.90367885,-75.26950731,1009.8,1944,96.5238982,62.50803859,2920,11603,9264,12084,108983,18,144854,4.5,36213.5,753617.5399,3646980.075,2556942.013,3559075.562,32922743.48,5276.085303,43439358.67,"[[0,1056],[5,621],[10,87],[15,33],[20,21],[25,14],[30,9],[35,8],[40,7],[45,3],[50,10],[55,6],[60,5],[65,6],[70,8],[75,4],[80,3],[85,1],[90,2],[95,2],[100,2],[110,1],[115,1],[125,1],[135,1],[140,1],[145,1],[150,1],[155,1],[165,1],[185,1],[205,1],[210,1],[350,1],[425,2],[525,1],[565,1],[630,1],[645,1],[660,1],[695,1],[705,1],[725,1],[740,1],[755,1],[770,1],[780,1],[815,1],[835,1],[880,1],[890,1],[950,1],[955,1],[995,1],[1585,1],[2615,1]]",27604.00229,3,POINT(-75.2695073069214 39.9036788528244)
19104,Pennsylvania,40.0355109,39.9430786,-75.180812,-75.2136404,39.96360152,-75.20274761,997.9,4612,89.38323669,54.39962255,6044,21262,20396,19967,278623,18,346292,4.5,86573,1559103.594,6665152.457,5766506.683,5598463.841,81271468.47,5216.057996,100860695,"[[0,2524],[5,1046],[10,301],[15,138],[20,73],[25,52],[30,46],[35,38],[40,35],[45,20],[50,31],[55,26],[60,22],[65,12],[70,10],[75,8],[80,7],[85,18],[90,11],[95,11],[100,11],[105,6],[110,6],[115,5],[120,7],[125,6],[130,3],[135,4],[140,3],[145,8],[150,9],[155,5],[160,6],[165,4],[170,3],[175,5],[180,4],[185,5],[190,2],[195,2],[200,2],[205,3],[210,4],[215,1],[220,2],[230,2],[235,2],[240,2],[245,1],[250,1],[260,2],[265,1],[270,1],[275,3],[280,3],[285,3],[295,3],[300,2],[305,1],[310,1],[315,2],[330,1],[340,3],[355,1],[365,2],[370,1],[380,2],[385,1],[405,1],[410,1],[415,1],[435,1],[445,1],[460,1],[470,1],[510,1],[565,1],[570,2],[585,1],[590,2],[605,2],[650,1],[660,1],[670,1],[725,1],[755,1],[770,1],[875,1],[920,1],[1020,1],[1495,1]]",64093.00097,15,POINT(-75.2027476123352 39.963601515962)
19601,Pennsylvania,40.3795612,40.3353041,-75.914364,-75.9665305,40.34744468,-75.93467633,984.3,6056,96.18106139,65.51985286,13398,46136,19084,28989,229039,18,336646,4.5,84161.5,3432770.08,14107897.83,5157151.559,8184637.571,66662339.02,5255.858582,97544796.06,"[[0,3264],[5,1637],[10,400],[15,190],[20,101],[25,78],[30,45],[35,35],[40,33],[45,25],[50,18],[55,14],[60,16],[65,9],[70,13],[75,13],[80,16],[85,6],[90,6],[95,6],[100,8],[105,10],[110,5],[115,11],[120,4],[125,6],[130,3],[135,1],[140,2],[145,3],[150,1],[155,2],[160,2],[165,3],[170,2],[180,3],[185,5],[190,2],[195,1],[200,1],[205,1],[210,3],[220,1],[235,2],[245,1],[250,1],[255,1],[260,1],[270,1],[275,1],[290,1],[300,2],[305,2],[320,1],[325,1],[340,1],[345,2],[355,2],[360,1],[365,2],[390,1],[400,2],[420,2],[425,2],[435,1],[460,1],[465,1],[470,1],[475,1],[490,1],[500,1],[515,1],[530,1],[550,1],[605,2],[630,1],[635,1],[640,2],[795,1],[850,1],[875,1],[1150,1],[3295,1]]",61985.87771,3,POINT(-75.9346763251196 40.3474446797919)
20007,District of Columbia,38.9274227,38.9005542,-77.0520839,-77.1013438,38.91340773,-77.07250406,1037,4317,95.83663759,59.53661564,3284,34930,11035,18425,129810,18,197484,4.5,49371,889386.7785,11233051.59,3138552.627,5248056.097,39138416.7,5404.719604,59647463.79,"[[0,2300],[5,1267],[10,329],[15,97],[20,54],[25,37],[30,16],[35,21],[40,17],[45,17],[50,10],[55,10],[60,11],[65,8],[70,10],[75,10],[80,5],[85,7],[90,4],[95,8],[100,1],[105,2],[110,1],[115,4],[120,1],[125,2],[130,5],[135,3],[140,3],[145,6],[150,2],[155,4],[160,2],[170,3],[175,2],[180,3],[190,2],[195,1],[200,1],[205,1],[210,1],[215,2],[225,2],[240,2],[255,1],[265,1],[275,1],[285,5],[290,2],[300,1],[310,2],[315,1],[325,1],[340,1],[380,1],[410,1],[420,1],[445,1],[465,1],[480,1],[630,1]]",37903.61501,15,POINT(-77.0725040554321 38.9134077298969)
20017,District of Columbia,38.9535814,38.9230307,-76.9787638,-77.0116109,38.93973577,-76.99172055,1037,3848,98.16135084,73.54740061,2663,27984,17982,23912,91250,18,163791,4.5,40947.75,715732.3548,9080303.491,5169289.992,6886481.886,27711362.39,5352.862549,49563170.12,"[[0,2182],[5,1187],[10,197],[15,82],[20,32],[25,13],[30,9],[35,8],[40,11],[45,8],[50,7],[55,6],[60,7],[65,7],[70,6],[75,4],[80,4],[85,3],[90,2],[95,3],[100,4],[105,1],[110,3],[115,2],[120,2],[125,4],[130,3],[135,1],[140,2],[145,3],[150,2],[155,2],[160,1],[165,3],[170,1],[175,1],[180,1],[185,1],[190,1],[195,1],[200,3],[210,1],[215,1],[230,2],[235,1],[245,1],[250,1],[270,1],[275,2],[280,2],[285,1],[290,1],[295,1],[300,1],[320,1],[370,1],[380,1],[390,1],[430,1],[470,1],[475,1],[485,1],[490,1],[495,1],[740,1],[1040,1]]",31495.44338,15,POINT(-76.9917205524202 38.9397357682927)
20782,Maryland,38.9836065,38.9464277,-76.9382214,-76.9965496,38.9638041,-76.96474513,1030.2,351,7.551852508,82.3943662,458,3791,2222,2263,6953,18,15687,4.5,3921.75,119144.9904,1199648.468,636536.0178,657430.9221,2115780.094,5633.96062,4728540.492,"[[0,191],[5,110],[10,26],[15,7],[20,4],[25,1],[30,1],[60,1],[90,1],[100,1],[110,1],[135,1],[140,1],[145,1],[180,2],[225,1],[575,1]]",3004.801327,2,POINT(-76.9647451314304 38.9638041043255)
21229,Maryland,39.3039852,39.2586394,-76.6682302,-76.7206201,39.28508602,-76.68888299,1031.648076,12459,99.38816256,80.7348367,11477,66505,47568,47320,282957,18,455827,4.5,113956.75,3051153.751,21243215.68,13877021.63,13673820.65,86364269.12,5506.153076,138209480.8,"[[0,6902],[5,4282],[10,565],[15,186],[20,86],[25,57],[30,38],[35,35],[40,47],[45,23],[50,21],[55,16],[60,15],[65,16],[70,12],[75,12],[80,12],[85,8],[90,8],[95,7],[100,3],[105,4],[110,6],[115,3],[120,3],[125,4],[130,4],[135,6],[140,2],[145,4],[150,1],[155,3],[165,2],[175,1],[180,2],[185,1],[190,1],[195,1],[205,2],[215,1],[220,1],[225,3],[230,1],[235,4],[240,2],[255,1],[280,3],[285,1],[290,1],[300,1],[315,1],[320,1],[330,1],[340,3],[345,1],[355,2],[365,1],[370,2],[385,1],[425,3],[430,1],[440,1],[445,1],[460,1],[475,2],[480,1],[530,1],[550,3],[575,1],[605,1],[640,1],[755,1],[875,1],[980,1],[1000,1],[1015,1],[1070,1],[1175,1],[1395,1],[1500,1]]",87826.68399,2,POINT(-76.6888829931667 39.2850860169125)
21230,Maryland,39.2864743,39.2426685,-76.5789535,-76.6656473,39.27110719,-76.62321109,1031.899602,11451,99.21656789,78.62537764,16277,60447,30163,39240,832541,18,978668,4.5,244667,4346995.962,19647243.6,8839301.419,11656594.35,255571998.2,5517.959692,300062133.5,"[[0,6423],[5,3547],[10,448],[15,166],[20,105],[25,86],[30,56],[35,47],[40,42],[45,41],[50,33],[55,25],[60,10],[65,15],[70,14],[75,15],[80,14],[85,10],[90,6],[95,13],[100,7],[105,9],[110,8],[115,8],[120,9],[125,7],[130,5],[135,9],[140,8],[145,9],[150,6],[155,2],[160,8],[165,11],[170,4],[175,4],[180,3],[185,4],[190,2],[195,3],[200,2],[205,3],[210,3],[215,2],[220,1],[225,2],[230,4],[235,7],[240,3],[245,2],[250,2],[255,4],[260,5],[265,4],[270,2],[275,2],[280,1],[285,3],[295,2],[300,2],[305,2],[310,1],[315,3],[325,4],[330,2],[335,1],[345,4],[350,2],[355,3],[360,3],[370,2],[375,2],[380,2],[385,1],[395,3],[400,1],[405,3],[410,2],[420,2],[430,1],[435,2],[445,1],[450,1],[455,1],[460,3],[465,1],[470,1],[475,1],[490,1],[495,2],[500,2],[515,2],[520,1],[530,2],[535,3],[545,1],[550,2],[555,1],[565,1],[575,3],[585,1],[600,1],[605,2],[615,1],[625,1],[635,1],[685,1],[700,2],[705,2],[710,2],[720,1],[725,1],[730,1],[755,1],[765,1],[780,1],[785,1],[795,1],[835,1],[840,2],[855,1],[900,2],[920,1],[945,2],[955,1],[960,1],[980,1],[1000,1],[1065,2],[1100,1],[1105,1],[1150,1],[1160,1],[1235,1],[1270,1],[1275,1],[1330,1],[1370,1],[1430,1],[1445,1],[1470,1],[1480,1],[1515,1],[1530,1],[1610,1],[1625,1],[1645,1],[1680,1],[1710,2],[1830,1],[1905,1],[1925,1],[1970,1],[1995,1],[2010,1],[2080,1],[2145,2],[2205,1],[2250,1],[2385,1],[2535,1],[2565,1],[2745,1],[2770,1],[3085,1],[3530,1],[3835,1]]",190677.6729,8,POINT(-76.623211086123 39.2711071901901)
27278,North Carolina,36.2060966,35.9604705,-78.9405691,-79.2030359,36.0818037,-79.08276529,1081.2,12,0.2024449116,46.15384615,0,137,354,92,67,18,650,4.5,162.5,0,45201.56718,112294.3768,26715.99825,19699.37038,5493.75752,203911.3126,"[[0,6],[5,1],[10,2],[15,1],[25,1],[60,1]]",119.7054216,2,POINT(-79.0827652927275 36.081803699782)
35043,Alabama,33.3781845,33.2491921,-86.5608135,-86.7436994,33.32659912,-86.64613647,1071.85,8,0.2115158637,88.88888889,17,103,17,75,19,18,231,4.5,57.75,4824.249292,33112.06429,5090.231848,23031.54521,5781.849103,5991.030554,71839.93975,"[[0,4],[5,3],[15,1]]",42.71502808,0,POINT(-86.6461364734195 33.3265991165688)
43608,Ohio,41.6929885,41.6616162,-83.5028342,-83.5554628,41.67917582,-83.53440112,950.3,5648,99.42166141,74.66948704,4963,43087,18389,46580,104730,18,217749,4.5,54437.25,1226875.614,12548447.47,4670864.872,12227419.67,29996368.4,4953.265637,60669976.03,"[[0,3078],[5,2094],[10,262],[15,47],[20,26],[25,15],[30,16],[35,5],[40,7],[45,4],[50,6],[55,2],[60,5],[65,3],[70,3],[75,2],[80,2],[85,2],[90,1],[95,1],[100,2],[105,2],[110,1],[115,2],[120,2],[125,3],[135,2],[140,1],[145,2],[150,2],[160,1],[170,2],[190,3],[210,1],[215,1],[225,2],[240,2],[245,1],[255,1],[265,2],[290,1],[300,1],[310,1],[315,1],[320,3],[325,2],[330,2],[345,2],[360,1],[380,1],[385,1],[390,1],[395,1],[440,1],[490,1],[500,1],[510,1],[535,1],[545,1],[560,1],[585,1],[650,1],[745,1],[830,1],[1030,1],[1495,1],[1530,1]]",50225.87988,0,POINT(-83.5344011212409 41.6791758173107)
43610,Ohio,41.6877164,41.6707591,-83.5459729,-83.5719002,41.67688609,-83.55802686,950.3,1479,99.08216783,65.24040582,1549,20462,5483,10496,30612,18,68602,4.5,17150.5,382777.1025,5973068.833,1440205.875,2744329.648,8710326.6,4826.595508,19250708.06,"[[0,832],[5,485],[10,84],[15,14],[20,6],[25,8],[30,3],[35,5],[40,2],[45,2],[50,2],[55,1],[65,1],[75,2],[80,3],[85,2],[90,2],[105,1],[110,1],[115,1],[135,1],[170,1],[175,1],[180,1],[190,1],[220,1],[225,1],[235,1],[245,1],[255,1],[260,1],[310,2],[325,1],[345,1],[360,1],[365,1],[395,1],[450,1],[470,1],[660,1],[1475,1]]",15936.77489,0,POINT(-83.5580268570803 41.6768860890734)
44123,Ohio,41.6197425,41.5883086,-81.5094294,-81.542651,41.60231537,-81.52627732,928.2,4808,98.43996218,76.96494317,6020,47969,16935,36531,63349,18,170804,4.5,42701,1451992.73,13567416.48,4211317.446,9601340.724,17679739.27,4978.678687,46511806.65,"[[0,2581],[5,1692],[10,246],[15,83],[20,49],[25,27],[30,22],[35,16],[40,9],[45,5],[50,7],[55,6],[60,4],[65,6],[70,3],[75,2],[80,1],[85,4],[90,3],[95,1],[105,2],[110,1],[120,3],[125,3],[135,2],[140,2],[155,3],[160,1],[165,1],[175,1],[195,1],[210,2],[215,1],[225,1],[235,1],[245,1],[265,1],[270,1],[290,1],[305,1],[340,1],[420,1],[445,2],[455,1],[505,1],[535,1],[795,1],[840,1],[845,1],[1305,1]]",38494.28917,11,POINT(-81.5262773152065 41.6023153734478)
